ns,title,category
0,Shaken but Not Stirred,1982 video games
0,Shamus (video game),1982 video games
0,Shark! Shark!,1982 video games
0,Sharp Shot,1982 video games
0,Sherwood Forest (video game),1982 video games
0,Sky Jinks,1982 video games
0,Slime (video game),1982 video games
0,Smurf: Rescue in Gargamel's Castle,1982 video games
0,Snack Attack,1982 video games
0,Snake Byte,1982 video games
0,Snapper (video game),1982 video games
0,Snooper Troops,1982 video games
0,Soccer (1982 video game),1982 video games
0,Sokoban,1982 video games
0,Space Cavern,1982 video games
0,Space Defender,1982 video games
0,Space Duel,1982 video games
0,Space Jockey (video game),1982 video games
0,Space Spartans,1982 video games
0,Space Station Zulu,1982 video games
0,Space Strike,1982 video games
0,Spacechase,1982 video games
0,Spectre (1982 video game),1982 video games
0,Spider Fighter,1982 video games
0,Spider-Man (1982 video game),1982 video games
0,Spitfire Ace,1982 video games
0,Sssnake,1982 video games
0,Star Blazer (video game),1982 video games
0,Star Maze,1982 video games
0,Star Voyager (Atari 2600),1982 video games
0,Star Wars: The Empire Strikes Back (1982 video game),1982 video games
0,Starbowl Football,1982 video games
0,Starcross (video game),1982 video games
0,Stargunner (Atari 2600),1982 video games
0,Starmaster,1982 video games
0,Strip Poker (video game series),1982 video games
0,Sub Hunt,1982 video games
0,Submarine Commander,1982 video games
0,SubRoc-3D,1982 video games
0,Super Locomotive,1982 video games
0,Super Mouse,1982 video games
0,Super Pac-Man,1982 video games
0,Super Zaxxon,1982 video games
0,Supreme Ruler,1982 video games
0,Survivor (1982 video game),1982 video games
0,Swashbuckler (video game),1982 video games
0,Swimmer (video game),1982 video games
0,Sword of Fargoal,1982 video games
0,Swordquest,1982 video games
0,Tac/Scan,1982 video games
0,Taipan!,1982 video games
0,Tax Avoiders,1982 video games
0,Tax Dodge (video game),1982 video games
0,Telengard,1982 video games
0,Tharolian Tunnels,1982 video games
0,Theseus and the Minotaur (video game),1982 video games
0,Time Pilot,1982 video games
0,Time Runner (video game),1982 video games
0,Time Zone (video game),1982 video games
0,Towering Inferno (video game),1982 video games
0,Track Attack,1982 video games
0,Transylvania (series),1982 video games
0,Transylvania (video game),1982 video games
0,Triple Punch,1982 video games
0,Tron (video game),1982 video games
0,Tron: Solar Sailer,1982 video games
0,Tubeway,1982 video games
0,Tutankham,1982 video games
0,Twerps (video game),1982 video games
0,Typo Attack,1982 video games
0,Ultima II: The Revenge of the Enchantress,1982 video games
0,Valley of the Kings (video game),1982 video games
0,Video Trek 88,1982 video games
0,Wacky Waiters,1982 video games
0,War of the Worlds (video game),1982 video games
0,Wayout,1982 video games
0,Windsloe Mansion,1982 video games
0,Wizardry II: The Knight of Diamonds,1982 video games
0,Word Zapper,1982 video games
0,Worm War I,1982 video games
0,Yars' Revenge,1982 video games
0,Zaxxon,1982 video games
0,Zektor,1982 video games
0,Zoo Keeper (1982 video game),1982 video games
0,Zork III,1982 video games
0,Zzyzzyxx,1982 video games
0,1K ZX Chess,1983 video games
0,3-Demon,1983 video games
0,3D Crazy Coaster,1983 video games
0,3D Tunnel,1983 video games
0,10-Yard Fight,1983 video games
0,A.D. 2083,1983 video games
0,The Activision Decathlon,1983 video games
0,Advanced Dungeons & Dragons: Treasure of Tarmin,1983 video games
0,Adventures in Flesh,1983 video games
0,Ah Diddums,1983 video games
0,Alchemist (video game),1983 video games
0,Alien's Return,1983 video games
0,Alley Cat (video game),1983 video games
0,Alpha Beam with Ernie,1983 video games
0,Alpha Blaster,1983 video games
0,Ambulance (video game),1983 video games
0,Android One: The Reactor Run,1983 video games
0,Android Two,1983 video games
0,Angler (video game),1983 video games
0,Ant Attack,1983 video games
0,Antarctic Adventure,1983 video games
0,Apocalypse: The Game of Nuclear Devastation,1983 video games
0,Apple Cider Spider,1983 video games
0,Arabian (video game),1983 video games
0,Archon: The Light and the Dark,1983 video games
0,Artillery Duel,1983 video games
0,Assault (1983 video game),1983 video games
0,Astron Belt,1983 video games
0,Atic Atac,1983 video games
0,Atom (video game),1983 video games
0,Attack of the Mutant Camels,1983 video games
0,The Attack of the Phantom Karate Devils,1983 video games
0,Automonopoli,1983 video games
0,Axis Assassin,1983 video games
0,Aztarac,1983 video games
0,B.C.'s Quest for Tires,1983 video games
0,Bank Heist (Atari 2600),1983 video games
0,Barmy Burgers,1983 video games
0,Baron: The Real Estate Simulation,1983 video games
0,Baseball (1983 video game),1983 video games
0,Battle 1917,1983 video games
0,Beach Head (video game),1983 video games
0,Beamrider,1983 video games
0,Bear Bovver,1983 video games
0,Berserker Raids,1983 video games
0,Beyond the Tesseract,1983 video games
0,Big Bird's Egg Catch,1983 video games
0,Big Top (video game),1983 video games
0,Binary Land,1983 video games
0,Bio-Attack,1983 video games
0,The Black Death (video game),1983 video games
0,Blagger (video game),1983 video games
0,Blaster (video game),1983 video games
0,Blue Max (video game),1983 video games
0,Bobby is Going Home,1983 video games
0,Bokosuka Wars,1983 video games
0,Bomb Alley,1983 video games
0,Bomberman (1983 video game),1983 video games
0,Bonka,1983 video games
0,Boulders and Bombs,1983 video games
0,Brain Strainers,1983 video games
0,Bristles (video game),1983 video games
0,Broadsides (video game),1983 video games
0,Bugaboo (The Flea),1983 video games
0,Bumble Bee (video game),1983 video games
0,Bun Fun,1983 video games
0,Business Games,1983 video games
0,Capture the Flag (video game),1983 video games
0,Carrier Force,1983 video games
0,Cashman (video game),1983 video games
0,Cassette 50,1983 video games
0,Castle of Riddles,1983 video games
0,Cavern Creatures,1983 video games
0,Chack'n Pop,1983 video games
0,Champion Baseball,1983 video games
0,Championship Lode Runner,1983 video games
0,Chancellor Of The Exchequer (video game),1983 video games
0,Chariot Race,1983 video games
0,Chase the Chuck Wagon,1983 video games
0,Chequered Flag (video game),1983 video games
0,Chivalry (video game),1983 video games
0,Chuck Norris Superkicks,1983 video games
0,Chuckie Egg,1983 video games
0,Cliff Hanger (video game),1983 video games
0,Combat Leader,1983 video games
0,Computer Football Strategy,1983 video games
0,Computer Title Bout,1983 video games
0,Congo Bongo,1983 video games
0,Conquering Worlds,1983 video games
0,Cookie (video game),1983 video games
0,Cookie Monster Munch,1983 video games
0,Corridors of Genon,1983 video games
0,Cosmic Balance II,1983 video games
0,The Coveted Mirror,1983 video games
0,Crackpots,1983 video games
0,Crossbow (video game),1983 video games
0,Crystal Castles (video game),1983 video games
0,Crystals of Zong,1983 video games
0,Cube Quest,1983 video games
0,Cuthbert Goes Digging,1983 video games
0,Cuthbert Goes Walkabout,1983 video games
0,Dandy (video game),1983 video games
0,The Dark Crystal (video game),1983 video games
0,Deathchase,1983 video games
0,Delta Squadron (video game),1983 video games
0,Digger (video game),1983 video games
0,Dino Eggs,1983 video games
0,Discs of Tron,1983 video games
0,Dishaster,1983 video games
0,Doctor Who: The First Adventure,1983 video games
0,Dolphin (video game),1983 video games
0,Domino Man,1983 video games
0,Donkey Kong 3,1983 video games
0,Donkey Kong Jr. Math,1983 video games
0,Door Door,1983 video games
0,Dragon's Lair (1983 video game),1983 video games
0,Dragonriders of Pern (video game),1983 video games
0,The Dreadnaught Factor,1983 video games
0,Drol,1983 video games
0,The Dungeon Master (video game),1983 video games
0,Elevator Action,1983 video games
0,Empire III: Armageddon,1983 video games
0,Enchanter (video game),1983 video games
0,Encounter (video game),1983 video games
0,Enduro (video game),1983 video games
0,Everest Ascent,1983 video games
0,Excalibur (video game),1983 video games
0,Exciting Soccer,1983 video games
0,Exerion,1983 video games
0,Expedition Amazon,1983 video games
0,Fall Gelb: The Fall of France,1983 video games
0,The Farmer's Daughter (video game),1983 video games
0,Felix and the Fruit Monsters,1983 video games
0,Fighter Command: The Battle of Britain,1983 video games
0,Firebirds (video game),1983 video games
0,Flappy,1983 video games
0,Flight Simulator II (Sublogic),1983 video games
0,Flip and Flop,1983 video games
0,Food Fight (video game),1983 video games
0,Forbidden Forest (video game),1983 video games
0,Fortress (1983 video game),1983 video games
0,Fortress of the Mutant Waffles,1983 video games
0,Fraction Fever,1983 video games
0,Frankenstein's Monster (video game),1983 video games
0,Frantic Freddie,1983 video games
0,Frogrun!,1983 video games
0,Frostbite (video game),1983 video games
0,G.I. Joe: Cobra Strike,1983 video games
0,Gateway to Apshai,1983 video games
0,Geopolitique 1990,1983 video games
0,Germany 1985,1983 video games
0,Ghost Manor,1983 video games
0,The Glob,1983 video games
0,Godzilla (1983 video game),1983 video games
0,Gossip (video game),1983 video games
0,Granny's Garden,1983 video games
0,Great Escape (Atari 2600),1983 video games
0,"Grey Seas, Grey Skies",1983 video games
0,Gumball (video game),1983 video games
0,Guzzler,1983 video games
0,Gyruss,1983 video games
0,Halloween (video game),1983 video games
0,Halls of the Things,1983 video games
0,Happy Trails (video game),1983 video games
0,Hard Hat Mack,1983 video games
0,Harrier Attack,1983 video games
0,The Heroes Of Karn,1983 video games
0,High Way Race,1983 video games
0,Hoccer,1983 video games
0,Horace (video game series),1983 video games
0,Hover Bovver,1983 video games
0,Hunchback (video game),1983 video games
0,I Want My Mommy,1983 video games
0,Ice Cold Beer,1983 video games
0,In Search of the Most Amazing Thing,1983 video games
0,Infidel (video game),1983 video games
0,The Institute (video game),1983 video games
0,Intellivision World Series Baseball,1983 video games
0,International Soccer,1983 video games
0,Jack Attack,1983 video games
0,James Bond 007 (1983 video game),1983 video games
0,Jenny of the Prairie,1983 video games
0,Jet-Boot Jack,1983 video games
0,Jetpac,1983 video games
0,Journey (1983 video game),1983 video games
0,Jr. Pac-Man,1983 video games
0,Jumping Jack (video game),1983 video games
0,Jumpman (video game),1983 video games
0,Jumpman Junior,1983 video games
0,Juno First,1983 video games
0,Jupiter Mission 1999,1983 video games
0,Keystone Kapers,1983 video games
0,Kids on Keys,1983 video games
0,Killer Bees!,1983 video games
0,Killer Gorilla,1983 video games
0,Killer Kong,1983 video games
0,Knights of the Desert,1983 video games
0,Knot in 3D,1983 video games
0,Kool-Aid Man (video game),1983 video games
0,Krull (video game),1983 video games
0,Learning with Leeper,1983 video games
0,Libble Rabble,1983 video games
0,Lifespan (video game),1983 video games
0,Lode Runner,1983 video games
0,Log Run,1983 video games
0,Lolita Syndrome,1983 video games
0,Lordlings of Yore,1983 video games
0,Lords of Time,1983 video games
0,Lunar Jetman,1983 video games
0,M.A.C.H. 3,1983 video games
0,M.U.L.E.,1983 video games
0,M*A*S*H (video game),1983 video games
0,Mad Planets,1983 video games
0,Magic Meanies,1983 video games
0,Major Havoc,1983 video games
0,Mangia,1983 video games
0,Manic Miner,1983 video games
0,Mappy,1983 video games
0,Mario Bros.,1983 video games
0,Mario's Cement Factory,1983 video games
0,Marvin's Maze,1983 video games
0,Master Miner,1983 video games
0,Masters of the Universe: The Power of He-Man,1983 video games
0,Math Blaster!,1983 video games
0,Maziacs,1983 video games
0,Mega Zone (video game),1983 video games
0,Megapede,1983 video games
0,Micro Mouse Goes Debugging,1983 video games
0,MiG Alley Ace,1983 video games
0,Mined-Out,1983 video games
0,Molar Maul,1983 video games
0,Monster Munch (video game),1983 video games
0,Monsters in Hell,1983 video games
0,Moondust (video game),1983 video games
0,Moria (video game),1983 video games
0,Motocross (video game),1983 video games
0,MotoRace USA,1983 video games
0,Mountain King (video game),1983 video games
0,Mr. Do's Castle,1983 video games
0,Mr. Robot and His Robot Factory,1983 video games
0,Mrs Mopp,1983 video games
0,Munch Mobile,1983 video games
0,Murder on the Zinderneuf,1983 video games
0,Mushroom Alley,1983 video games
0,Mutant Herd,1983 video games
0,NATO Commander,1983 video games
0,North Atlantic '86,1983 video games
0,Nuts & Milk,1983 video games
0,Oil Barons,1983 video games
0,Oil's Well,1983 video games
0,Oink! (video game),1983 video games
0,One on One: Dr. J vs. Larry Bird,1983 video games
0,Operation Whirlwind (video game),1983 video games
0,Orc Attack,1983 video games
0,Ostron,1983 video games
0,Pac & Pal,1983 video games
0,Panzer-Jagd,1983 video games
0,Parachute (video game),1983 video games
0,Parthian Kings,1983 video games
0,Party Mix (video game),1983 video games
0,PC Arcade,1983 video games
0,Pepsi Invaders,1983 video games
0,Perseus and Andromeda (video game),1983 video games
0,The Pharaoh's Curse (video game),1983 video games
0,Phozon,1983 video games
0,Pitstop (video game),1983 video games
0,Planetfall,1983 video games
0,Plaque Attack,1983 video games
0,Pogo Joe,1983 video games
0,Poibos Part 1,1983 video games
0,Pole Position II,1983 video games
0,Popeye no Eigo Asobi,1983 video games
0,Porky's (video game),1983 video games
0,The Portopia Serial Murder Case,1983 video games
0,Positron (video game),1983 video games
0,Potty Painter,1983 video games
0,Preppie! II,1983 video games
0,Pressure Cooker (video game),1983 video games
0,Private Eye (1983 video game),1983 video games
0,Professional Tour Golf,1983 video games
0,Professor Pac-Man,1983 video games
0,Pssst,1983 video games
0,Punch-Out!! (arcade game),1983 video games
0,Quadrun,1983 video games
0,Quasar (video game),1983 video games
0,Quest of the Space Beagle,1983 video games
0,The Quest (1983 video game),1983 video games
0,Rabbit Transit (game),1983 video games
